,lane_Connection_id,upstream_lane_id,downstream_lane_id,node_id,lane_connnection_geometry
395,6724,1184_1__3,2440_-1__2,9794,"LINESTRING(114.04423457629984 22.550916040199162 -2.5459030439378694e-09,114.04425356194574 22.55082366294691 -0.0003278936419508034,114.0442958464172 22.550739437262557 -0.0008111624910260762,114.04435707866415 22.550665116332862 -0.00133529749120529,114.04451589209935 22.550600484210914 -0.0019989299611497)"
396,6728,1184_1__8,61_1__6,9794,"LINESTRING(114.04408785910489 22.55091351848236 5.976403372187633e-09,114.04409031607958 22.55081997942183 3.589600929447565e-09,114.04409439720467 22.550727737795505 9.783036606016486e-11,114.04409823864313 22.55063673575337 -3.935020264099109e-09,114.04410098534413 22.550547075543797 -7.9450629071548e-09,114.04410539859849 22.550379541098536 -1.3513499751088927e-08)"
397,6728,1184_1__7,61_1__5,9794,"LINESTRING(114.04411702037655 22.550914019705363 5.976403372187633e-09,114.04411981199226 22.550821433271725 3.589600929447565e-09,114.0441245183634 22.5507298014295 9.783036606016486e-11,114.04412946250945 22.55063907093024 -3.935020264099109e-09,114.04413352558389 22.550549291552645 -7.9450629071548e-09,114.04413941858657 22.550380189853804 -1.3513499751088927e-08)"
398,6728,1184_1__6,61_1__4,9794,"LINESTRING(114.0441461816002 22.55091452092224 5.976403372187633e-09,114.04414929931691 22.55082288669289 3.589600929447565e-09,114.04415463283591 22.550731864599708 9.783036606016486e-11,114.04416066330033 22.550641404375217 -3.935020264099109e-09,114.04416604457593 22.550551506107855 -7.9450629071548e-09,114.04417343860621 22.550380838602475 -1.3513499751088927e-08)"
399,6728,1184_1__5,61_1__3,9794,"LINESTRING(114.04417534284968 22.55091502213427 5.976403372187633e-09,114.04417877656043 22.550824339611715 3.589600929447565e-09,114.04418473368575 22.550733926830937 9.783036606016486e-11,114.04419179431908 22.550643732595958 -3.935020264099109e-09,114.04419857859804 22.550553721679975 -7.9450629071548e-09,114.04420745859426 22.550381487343337 -1.3513499751088927e-08)"
400,6734,171_-1__5,2440_-1__5,9794,"LINESTRING(114.04397154111415 22.55046535367163 6.962181942071766e-10,114.04406059246925 22.550483558025572 1.3205733037793893e-10,114.04415248603158 22.550496030296497 -6.939596810472815e-10,114.04424651826747 22.550502933179317 -1.6457183415279548e-09,114.04434210492256 22.55050714526285 -2.5871041525235514e-09,114.0445225895355 22.55051579902123 -3.839886631787182e-09)"
401,6734,171_-1__4,2440_-1__4,9794,"LINESTRING(114.04396411953871 22.550491552850527 6.962181942071766e-10,114.04405548677529 22.550510197200214 1.3205733037793893e-10,114.04414912018237 22.55052292733869 -6.939596810472815e-10,114.04424426527521 22.550530657903415 -1.6457183415279548e-09,114.0443404131853 22.550535688710013 -2.5871041525235514e-09,114.04452041747751 22.550544830641197 -3.839886631787182e-09)"
402,6734,171_-1__3,2440_-1__3,9794,"LINESTRING(114.04395669800488 22.550517751872242 6.962181942071766e-10,114.04405039555465 22.550536760849226 1.3205733037793893e-10,114.04414577779933 22.550549636848533 -6.939596810472815e-10,114.0442420380454 22.550558065590764 -1.6457183415279548e-09,114.04433874782201 22.550563787156143 -2.5871041525235514e-09,114.04451829136994 22.550573248078024 -3.839886631787182e-09)"
403,6739,61_-1__9,2440_-1__6,9794,"LINESTRING(114.04444136841298 22.550385921162736 -1.1096631169493776e-08,114.04452615086353 22.55048592578329 -1.148804634018049e-09)"
404,6742,1184_1__9,171_1__5,9794,"LINESTRING(114.04405869858694 22.55091301726681 -2.55579379881965e-09,114.04404552969378 22.550828094671004 -1.2093807589441483e-09,114.04400605245597 22.55075049132386 7.093750293232332e-10,114.04391043006758 22.550681083739526 2.800106834799501e-09)"
405,6748,171_-1__2,1184_-1__3,9794,"LINESTRING(114.04394927639828 22.55054395114041 7.535049917350989e-09,114.04404230249649 22.550579326554683 6.3144881873406406e-09,114.04412447377346 22.550631990953928 4.521866005201372e-09,114.0441946111953 22.550698268729928 2.479914861408757e-09,114.04424896162735 22.550776314068404 5.113662464383668e-10,114.04428614749708 22.55091692655267 -1.6360672969239871e-09)"
406,6814,8597_-1__6,6784_-1__6,9797,"LINESTRING(114.04465422411013 22.53491873791057 -1.7749768916885955e-06,114.04464772881468 22.535089555424047 -0.0005202180422679585)"
407,6814,8597_-1__5,6784_-1__5,9797,"LINESTRING(114.04461868383666 22.534918735551614 -1.7749768916885955e-06,114.04461372146548 22.535088588097064 -0.0005202180422679585)"
408,6814,8597_-1__4,6784_-1__4,9797,"LINESTRING(114.0445820803128 22.534918733113873 -1.7749768916885955e-06,114.0445797139823 22.53508762075907 -0.0005202180422679585)"
409,6814,8597_-1__3,6784_-1__3,9797,"LINESTRING(114.04454563069481 22.53491873067812 -1.7749768916885955e-06,114.04454602897452 22.53508666258675 -0.0005202180422679585)"
410,6820,6784_1__5,8597_1__5,9797,"LINESTRING(114.04441212873321 22.535082857344786 0.0005202316779211458,114.04440535289908 22.534918720864994 -1.7784321226615692e-06)"
411,6820,6784_1__4,8597_1__4,9797,"LINESTRING(114.04444613606633 22.535083824714157 0.0005202316779211458,114.0444432855065 22.53491872343307 -1.7784321226615692e-06)"
412,6820,6784_1__3,8597_1__3,9797,"LINESTRING(114.04448003824777 22.535084789085232 0.0005202316779211458,114.04448189255703 22.53491872603762 -1.7784321226615692e-06)"
413,6825,6798_-1__2,8597_1__6,9797,"LINESTRING(114.04431917380951 22.535056260273482 0.00044435064746473074,114.04436924561483 22.5349187167847 -1.7832844987976685e-06)"
414,7322,7133_-1__7,7311_-1__1,9798,"LINESTRING(114.05116589089867 22.532866734507756 0.9918649164685007,114.0511634152193 22.53283402703945 1.0019430835594116)"
415,7329,7225_-1__2,7153_1__8,9799,"LINESTRING(114.05153067324788 22.53231270646948 3.004770031833033,114.05152584692188 22.53238098815247 2.997317147710415)"
416,7357,6953_-1__10,7237_-1__3,9808,"LINESTRING(114.0491232451221 22.53117085997784 0.00020412637439903847,114.04920116053657 22.53115809928057 0.0013065010184824509,114.0492780049306 22.53112185541587 0.0028838132255906753,114.04938972321352 22.531047395412102 0.004699478148442761)"
417,7357,6953_-1__9,7237_-1__2,9808,"LINESTRING(114.04912272219093 22.531202462591317 0.00020412637439903847,114.0492123298701 22.531188152368344 0.0013065010184824509,114.04929651586049 22.53115078169964 0.0028838132255906753,114.04941247240222 22.531076273290395 0.004699478148442761)"
418,7364,7244_-1__2,7316_-1__2,9807,"LINESTRING(114.05006888794529 22.53061381980058 2.9980468748755698,114.05015278465748 22.530553168637464 2.996093746957217)"
419,7373,7244_-1__4,7231_-1__2,9807,"LINESTRING(114.05000934514113 22.530542991229208 2.9980468825091293,114.05008332585328 22.530478067568925 3.001953123452842)"
420,7376,7285_1__6,7306_-1__1,9805,"LINESTRING(114.05152792266755 22.529884554832353 -2.0106116949136776e-07,114.05154673629389 22.53001971202768 -2.326302684580004e-08)"
421,7379,7231_-1__2,7285_-1__6,9806,"LINESTRING(114.05117310463551 22.529921452598835 0.0002486647730677305,114.05124876123115 22.52980662223955 -2.8148302909131347e-08)"
422,7666,2034_1__5,7417_1__4,9809,"LINESTRING(114.05013368683142 22.535401040163038 8.320810707118653e-11,114.04996483435836 22.53540819543995 5.897628781231394e-08)"
423,7666,2034_1__4,7417_1__3,9809,"LINESTRING(114.05013430420533 22.535371420422056 8.320810707118653e-11,114.0499657507258 22.535376600592254 5.897628781231394e-08)"
424,7666,2034_1__3,7417_1__2,9809,"LINESTRING(114.0501348686445 22.535344340317423 8.320810707118653e-11,114.04996657233617 22.535348272800068 5.897628781231394e-08)"
425,7671,7417_-1__4,2034_-1__5,9809,"LINESTRING(114.04997005445435 22.53522687158513 -3.7692160503866035e-09,114.05013734500771 22.53522553168471 2.2772859275517017e-09)"
426,7671,7417_-1__3,2034_-1__4,9809,"LINESTRING(114.0499691495868 22.535258466763025 -3.7692160503866035e-09,114.05013669201641 22.53525686030997 2.2772859275517017e-09)"
427,7671,7417_-1__2,2034_-1__3,9809,"LINESTRING(114.04996828823249 22.53528854257996 -3.7692160503866035e-09,114.0501360647126 22.535286956511456 2.2772859275517017e-09)"
428,7708,7695_-1__2,7683_1__1,9810,"LINESTRING(114.04795013688617 22.53504422686046 -0.0005117377344632246,114.04794542288963 22.53513549763645 -0.0004368621735745514,114.04793498835157 22.535225927991814 -0.00032658363715018686,114.04792242338489 22.53531569215476 -0.00020337932619203698,114.04791125140902 22.535404958418507 -8.972644170200788e-05,114.04790461007981 22.535507216004966 -4.2302551564758414e-09)"
429,7711,7695_-1__2,7683_1__2,9810,"LINESTRING(114.04795013690804 22.53504422686059 -0.0005117377344632246,114.04794850294462 22.535134718215403 -0.0005122055384925178,114.0479460571553 22.53522510886574 -0.000512894590392829,114.04794331287265 22.53531541231776 -0.0005136636213497578,114.04794066268175 22.53540563347206 -0.0005143713625489033,114.04793862971705 22.53550770190819 -0.0005149206868148202)"
430,7714,7695_-1__3,7519_-1__2,9810,"LINESTRING(114.04798415816865 22.535044431651325 -0.0010234755365612358,114.04800773808003 22.53512295524167 -0.0007116690717507284,114.04813947108995 22.535213013261107 4.026658629295056e-08)"
431,7717,7695_-1__1,7470_1__1,9810,"LINESTRING(114.04791611407796 22.535044022053068 1.2709904240182368e-09,114.0478912707108 22.53513743099138 1.0221587765773606e-09,114.04783489884862 22.535216215327626 6.615005088281965e-10,114.04767753582446 22.53529160382443 1.5232258841314985e-10)"
432,7720,7519_1__1,7695_1__1,9810,"LINESTRING(114.04813848868538 22.5352762183745 2.1010677642152586e-09,114.04803803177383 22.53525044139696 1.916702823198821e-09,114.04795644711832 22.535193389131162 1.6494394510880755e-09,114.04788209141473 22.535043817250248 1.270990417982003e-09)"
433,7723,7519_1__3,7470_1__2,9810,"LINESTRING(114.04813797734765 22.53533536283651 5.992323082182338e-09,114.04803934510828 22.535333097134153 5.04168470531869e-09,114.04794149656685 22.535329632547963 3.6404923948734018e-09,114.0478443871685 22.53532654234839 2.117408500726628e-09,114.04767727337664 22.535323208961277 1.5232258837792106e-10)"
434,7723,7519_1__2,7470_1__1,9810,"LINESTRING(114.0481381496449 22.535306466893545 5.992323082182338e-09,114.04804049899674 22.535304304805628 5.04168470531869e-09,114.04794313560716 22.535300486939832 3.6404923948734018e-09,114.04784602532148 22.535296433209396 2.117408500726628e-09,114.04767753582362 22.53529160392739 1.5232258837792106e-10)"
435,7727,7519_1__4,7683_1__2,9810,"LINESTRING(114.04813722536414 22.53536425274567 8.408207463617146e-11,114.0480498206928 22.535383315107484 -0.00014814339365335462,114.04797538182096 22.535431919032256 -0.00035342066879268336,114.04793862756132 22.535507701877084 -0.0005149557361720235)"
436,7730,7683_-1__1,7519_-1__1,9810,"LINESTRING(114.0478705907382 22.535506724836065 -4.268834175036318e-09,114.04789531556337 22.535413374090567 -3.0120861215205583e-09,114.0479511597213 22.535334408816276 -1.1716025162292592e-09,114.04802984480915 22.535274138870957 6.940523369519736e-10,114.04813897504096 22.53524461412978 2.1010678042985336e-09)"
437,7733,7683_-1__3,7695_1__2,9810,"LINESTRING(114.04780254933476 22.535505942483013 0.0005149189536126642,114.04780785157082 22.535412284126412 0.00043952207537574945,114.04781876330594 22.535320665211533 0.00032847413425004043,114.04783145240737 22.535230892315774 0.00020443100231060262,114.04784229720813 22.53514279556142 9.004855163250176e-05,114.04784806879958 22.53504361244041 1.2279841542488928e-09)"
438,7733,7683_-1__2,7695_1__1,9810,"LINESTRING(114.04783657030269 22.53550630383465 0.0005149189536126642,114.04784174407848 22.53541505192171 0.00043952207537574945,114.04785251432804 22.535324655526868 0.00032847413425004043,114.04786519582437 22.535234938187717 0.00020443100231060262,114.0478761735022 22.535145731290285 9.004855163250176e-05,114.04788209150158 22.535043817250767 1.2279841542488928e-09)"
439,7737,7683_-1__3,7470_1__2,9810,"LINESTRING(114.04780255219225 22.53550587912742 0.0010298370267385337,114.04778663580505 22.535422953626775 0.0007071396906668049,114.04767725955377 22.53532320960972 -9.333299866558925e-08)"
440,7740,7470_-1__1,7683_1__1,9810,"LINESTRING(114.04767779827303 22.535259998596317 1.5232259897857148e-10,114.04777717123036 22.535292850562733 -8.622591309244859e-10,114.0478500113735 22.535359908678853 -2.327445826641722e-09,114.04790461015368 22.53550721600603 -4.268834226679207e-09)"
441,7743,7470_-1__2,7519_-1__1,9810,"LINESTRING(114.0476780745374 22.53522839351505 -9.649387067156567e-09,114.04777571895634 22.535230480787927 -7.737763264039569e-09,114.04787307167881 22.535234467297936 -4.92011787282618e-09,114.04797016693139 22.535239050326386 -1.8568424334219046e-09,114.04813897503375 22.535244614598426 2.101067776009683e-09)"
442,7746,7470_-1__3,7695_1__2,9810,"LINESTRING(114.04767835076429 22.535196790066774 -1.3753940208971471e-09,114.04776036256199 22.53517228287148 0.00015712074352714013,114.04784806969137 22.535043612435185 0.0005120316191405286)"
443,7749,7442_1__4,7504_1__4,9811,"LINESTRING(114.0462088251249 22.535318303689888 -2.04102690304353e-09,114.04612085957562 22.53532158716638 4.015697300551826e-09,114.04602655528623 22.535330995259148 1.278781793750485e-08,114.04584956024199 22.535342208232386 2.500696205921672e-08)"
444,7749,7442_1__3,7504_1__3,9811,"LINESTRING(114.04620950133682 22.535286721107937 -2.04102690304353e-09,114.04611794265583 22.535290110924976 4.015697300551826e-09,114.04602266146058 22.53529960477097 1.278781793750485e-08,114.0458500429038 22.535310605478262 2.500696205921672e-08)"
445,7749,7442_1__2,7504_1__2,9811,"LINESTRING(114.0462101776034 22.535255135958167 -2.04102690304353e-09,114.04611502554363 22.53525863259308 4.015697300551826e-09,114.04601876746203 22.535268212874808 1.278781793750485e-08,114.04585052557253 22.53527900225553 2.500696205921672e-08)"
446,7754,7442_1__5,7504_1__4,9811,"LINESTRING(114.04620752667425 22.535349910490176 3.175571805513755e-09,114.04610985428074 22.5353478069181 8.10707214449183e-09,114.04601264917584 22.535345440318576 1.5242330323958482e-08,114.04584956024557 22.535342207998557 2.5006961834667793e-08)"
447,7754,7442_1__4,7504_1__3,9811,"LINESTRING(114.04620820315748 22.535318315281003 3.175571805513755e-09,114.04611072622438 22.53531621477439 8.10707214449183e-09,114.04601353210359 22.53531384689286 1.5242330323958482e-08,114.04585004291118 22.535310604994542 2.5006961834667793e-08)"
448,7754,7442_1__3,7504_1__2,9811,"LINESTRING(114.04620887963752 22.535286720206628 3.175571805513755e-09,114.04611159816452 22.535284622743546 8.10707214449183e-09,114.04601441502867 22.53528225354827 1.5242330323958482e-08,114.04585052557601 22.535279002028247 2.5006961834667793e-08)"
449,7759,7504_-1__4,7442_-1__4,9811,"LINESTRING(114.04585235492625 22.53515922332259 -3.1229525632170407e-09,114.04593933400744 22.535154907152776 -2.745974022028523e-09,114.04603421840285 22.535144076432967 -2.1997819194812505e-09,114.0462165482524 22.535134730081214 -1.433849925524258e-09)"
450,7759,7504_-1__3,7442_-1__3,9811,"LINESTRING(114.04585187225815 22.535190826565447 -3.1229525632170407e-09,114.04594283578919 22.535186346289272 -2.745974022028523e-09,114.04603847397448 22.53517543602926 -2.1997819194812505e-09,114.0462145580622 22.535166284886202 -1.433849925524258e-09)"
451,7759,7504_-1__2,7442_-1__2,9811,"LINESTRING(114.0458513895978 22.535222429288254 -3.1229525632170407e-09,114.04594633746677 22.53521778447605 -2.745974022028523e-09,114.04604272933474 22.53520679405345 -2.1997819194812505e-09,114.04621256802643 22.535197837227933 -1.433849925524258e-09)"
452,7782,7559_-1__4,7574_-1__4,9813,"LINESTRING(114.04780254769294 22.542630313536982 0.001105897461229688,114.04767550698531 22.54264973744084 0.0007627961294929272)"
453,7782,7559_-1__3,7574_-1__3,9813,"LINESTRING(114.04780318384273 22.542601422591023 0.001105897461229688,114.0476763336984 22.542612248150295 0.0007627961294929272)"
454,7782,7559_-1__2,7574_-1__2,9813,"LINESTRING(114.04780381999849 22.542572531362733 0.001105897461229688,114.04767709159746 22.542577879379397 0.0007627961294929272)"
455,7782,7559_-1__1,7574_-1__1,9813,"LINESTRING(114.04780438656911 22.54254680035656 0.001105897461229688,114.04767777814898 22.542546746021745 0.0007627961294929272)"
456,7788,7559_-1__5,7574_-1__4,9813,"LINESTRING(114.04780191149737 22.542659205396234 0.0011058977769948797,114.0476755070164 22.542649736031258 0.000762794798776482)"
457,7788,7559_-1__4,7574_-1__3,9813,"LINESTRING(114.04780254762429 22.542630315492914 0.0011058977769948797,114.04767633372502 22.54261224694333 0.000762794798776482)"
458,7788,7559_-1__3,7574_-1__2,9813,"LINESTRING(114.0478031837602 22.54260142516792 0.0011058977769948797,114.04767709163107 22.542577877855546 0.000762794798776482)"
